timestamp,frequencia_cardiaca,spo2,pressao_sistolica,pressao_diastolica
2026-01-01 01:21:00,72.73,96.67,128.19,80.06
2026-01-01 01:22:00,73.97,96.82,117.11,78.46
2026-01-01 01:23:00,77.14,96.81,120.93,76.38
2026-01-01 01:24:00,75.0,96.4,107.95,73.8
2026-01-01 01:25:00,76.06,97.24,121.76,79.16
2026-01-01 01:26:00,75.0,96.77,113.62,73.15
2026-01-01 01:27:00,73.47,97.01,120.97,79.59
2026-01-01 01:28:00,69.9,97.24,109.87,88.1
2026-01-01 01:29:00,72.24,97.22,122.84,83.18
2026-01-01 01:30:00,76.33,97.33,126.35,80.98
2026-01-01 01:31:00,76.6,96.95,115.54,77.79
2026-01-01 01:32:00,75.79,96.79,113.3,70.31
2026-01-01 01:33:00,72.24,96.96,106.65,72.49
2026-01-01 01:34:00,72.73,96.16,118.06,82.95
2026-01-01 01:35:00,72.24,96.28,116.1,74.62
2026-01-01 01:36:00,72.24,96.34,110.28,74.98
2026-01-01 01:37:00,72.97,96.5,122.41,77.18
2026-01-01 01:38:00,75.26,97.2,117.34,73.77
2026-01-01 01:39:00,77.14,96.55,113.87,73.26
2026-01-01 01:40:00,75.52,96.81,116.75,77.84
2026-01-01 01:41:00,73.72,97.65,126.24,74.33
2026-01-01 01:42:00,69.9,96.82,122.85,74.63
2026-01-01 01:43:00,70.82,97.37,118.59,74.54
2026-01-01 01:44:00,73.97,96.53,123.56,80.01
2026-01-01 01:45:00,75.52,96.9,113.11,77.11
2026-01-01 01:46:00,76.33,96.52,120.39,77.39
2026-01-01 01:47:00,75.26,96.83,120.92,80.41
2026-01-01 01:48:00,73.97,97.42,117.03,77.35
2026-01-01 01:49:00,72.73,96.14,122.27,76.71
2026-01-01 01:50:00,70.82,97.22,114.69,79.55
2026-01-01 01:51:00,70.36,97.12,122.36,80.3
2026-01-01 01:52:00,74.23,96.7,123.2,77.35
2026-01-01 01:53:00,78.26,96.28,102.99,78.58
2026-01-01 01:54:00,75.0,97.04,127.14,74.87
2026-01-01 01:55:00,74.74,96.74,101.68,74.54
2026-01-01 01:56:00,73.47,97.12,116.07,80.95
2026-01-01 01:57:00,71.76,97.01,125.67,79.52
2026-01-01 01:58:00,73.22,97.8,117.83,79.68
2026-01-01 01:59:00,72.48,96.88,110.83,78.92
2026-01-01 02:00:00,75.26,96.49,113.48,78.21
2026-01-01 02:01:00,76.87,97.09,126.44,80.94
2026-01-01 02:02:00,77.14,97.11,108.79,81.91
2026-01-01 02:03:00,73.72,97.68,126.58,81.54
2026-01-01 02:04:00,72.97,97.42,119.37,77.43
2026-01-01 02:05:00,69.45,97.18,112.01,83.1
2026-01-01 02:06:00,72.24,97.73,116.09,78.69
2026-01-01 02:07:00,76.06,96.41,114.06,80.61
2026-01-01 02:08:00,76.33,96.68,125.4,79.23
2026-01-01 02:09:00,74.74,96.54,124.36,78.97
2026-01-01 02:10:00,75.79,96.81,109.8,75.12
2026-01-01 02:11:00,73.22,96.31,117.31,80.66
2026-01-01 02:12:00,72.24,97.32,114.41,89.16
2026-01-01 02:13:00,71.52,96.89,127.24,76.22
2026-01-01 02:14:00,73.22,96.26,111.63,78.14
2026-01-01 02:15:00,77.7,96.49,130.03,76.43
2026-01-01 02:16:00,79.7,97.16,120.51,76.42
2026-01-01 02:17:00,75.52,97.42,113.11,84.22
2026-01-01 02:18:00,73.22,98.0,115.67,75.17
2026-01-01 02:19:00,73.72,98.46,115.0,76.0
2026-01-01 02:20:00,71.76,97.21,111.87,71.39
2026-01-01 02:21:00,72.97,96.51,120.26,74.81
2026-01-01 02:22:00,76.6,95.93,112.87,71.29
2026-01-01 02:23:00,80.6,97.13,107.76,80.97
2026-01-01 02:24:00,72.24,96.59,117.31,88.98
2026-01-01 02:25:00,76.87,96.79,109.46,76.68
2026-01-01 02:26:00,72.24,96.69,115.07,71.11
2026-01-01 02:27:00,69.45,96.93,113.71,81.16
2026-01-01 02:28:00,72.97,97.53,114.47,74.93
2026-01-01 02:29:00,74.74,97.08,131.97,83.18
2026-01-01 02:30:00,77.14,96.92,120.66,77.04
2026-01-01 02:31:00,76.33,96.48,121.67,75.58
2026-01-01 02:32:00,75.0,96.16,109.34,77.29
2026-01-01 02:33:00,75.26,96.76,116.12,81.05
2026-01-01 02:34:00,73.72,96.97,121.1,76.99
2026-01-01 02:35:00,70.82,97.88,113.23,75.68
2026-01-01 02:36:00,72.73,97.07,125.11,77.02
2026-01-01 02:37:00,77.42,97.49,113.15,73.11
2026-01-01 02:38:00,78.83,96.75,118.86,79.89
2026-01-01 02:39:00,76.87,96.41,116.76,71.0
2026-01-01 02:40:00,77.7,96.52,121.39,76.44
2026-01-01 02:41:00,72.73,96.64,115.82,80.86
2026-01-01 02:42:00,72.48,98.06,118.0,79.01
2026-01-01 02:43:00,75.26,96.59,118.62,80.38
2026-01-01 02:44:00,76.33,97.42,115.79,77.85
2026-01-01 02:45:00,76.06,96.55,123.07,82.76
2026-01-01 02:46:00,77.14,97.47,121.75,81.87
2026-01-01 02:47:00,78.83,97.19,120.04,80.09
2026-01-01 02:48:00,76.33,96.92,117.62,81.82
2026-01-01 02:49:00,73.22,96.98,124.51,80.86
2026-01-01 02:50:00,70.82,96.67,117.96,75.91
2026-01-01 02:51:00,74.23,97.22,118.04,72.56
2026-01-01 02:52:00,77.98,96.77,121.07,79.92
2026-01-01 02:53:00,77.14,96.39,130.5,80.36
2026-01-01 02:54:00,75.79,96.36,112.08,82.43
2026-01-01 02:55:00,76.33,97.09,124.82,74.36
2026-01-01 02:56:00,75.26,97.79,108.68,74.4
2026-01-01 02:57:00,73.22,97.08,121.04,79.7
2026-01-01 02:58:00,73.22,96.94,129.18,77.57
2026-01-01 02:59:00,74.48,97.14,122.85,70.42
2026-01-01 03:00:00,77.7,97.65,121.43,79.72
2026-01-01 03:01:00,77.42,97.11,117.0,70.78
2026-01-01 03:02:00,77.7,96.79,120.59,74.43
2026-01-01 03:03:00,74.48,97.55,118.41,83.37
2026-01-01 03:04:00,73.97,97.21,115.13,85.22
2026-01-01 03:05:00,72.97,97.77,117.96,72.98
2026-01-01 03:06:00,75.0,97.09,121.19,76.68
2026-01-01 03:07:00,77.98,96.39,115.84,78.41
2026-01-01 03:08:00,77.14,96.32,115.48,85.3
2026-01-01 03:09:00,77.42,97.83,112.2,76.22
2026-01-01 03:10:00,76.6,97.86,122.58,76.22
2026-01-01 03:11:00,76.33,96.91,123.47,84.3
2026-01-01 03:12:00,72.24,96.81,120.98,76.28
2026-01-01 03:13:00,73.22,97.73,125.52,80.75
2026-01-01 03:14:00,76.6,96.45,120.77,72.22
2026-01-01 03:15:00,79.7,96.55,123.06,77.69
2026-01-01 03:16:00,77.7,97.32,122.23,71.58
2026-01-01 03:17:00,76.6,96.8,119.69,73.91
2026-01-01 03:18:00,75.79,97.0,116.93,81.42
2026-01-01 03:19:00,73.97,96.92,133.13,77.72
2026-01-01 03:20:00,72.48,97.17,116.91,76.52
2026-01-01 03:21:00,72.48,97.7,115.63,74.8
2026-01-01 03:22:00,74.74,97.05,122.57,77.1
2026-01-01 03:23:00,77.98,97.32,121.96,79.44
2026-01-01 03:24:00,77.98,95.97,112.02,82.17
2026-01-01 03:25:00,75.0,96.98,126.74,67.5
2026-01-01 03:26:00,73.22,96.58,119.17,74.53
2026-01-01 03:27:00,71.76,96.39,112.85,78.38
2026-01-01 03:28:00,71.52,96.56,126.61,77.33
2026-01-01 03:29:00,75.0,96.83,123.75,79.61
2026-01-01 03:30:00,75.52,97.46,112.49,79.11
2026-01-01 03:31:00,74.74,96.34,130.62,76.76
2026-01-01 03:32:00,76.33,97.02,124.15,76.0
2026-01-01 03:33:00,76.06,96.76,120.1,77.1
2026-01-01 03:34:00,72.0,96.84,129.09,82.35
2026-01-01 03:35:00,70.82,97.5,120.33,74.74
2026-01-01 03:36:00,71.52,97.27,119.31,77.47
2026-01-01 03:37:00,76.06,97.67,116.2,78.82
2026-01-01 03:38:00,79.12,96.92,124.11,84.57
2026-01-01 03:39:00,75.26,96.65,122.9,76.82
2026-01-01 03:40:00,74.48,96.89,120.01,81.79
2026-01-01 03:41:00,73.72,97.12,115.07,82.83
2026-01-01 03:42:00,73.22,97.09,120.51,77.6
2026-01-01 03:43:00,72.48,96.46,119.2,76.96
2026-01-01 03:44:00,74.48,97.05,111.92,76.64
2026-01-01 03:45:00,75.52,97.11,111.25,77.02
2026-01-01 03:46:00,77.14,98.26,123.71,81.59
2026-01-01 03:47:00,77.98,97.94,104.84,79.16
2026-01-01 03:48:00,72.73,96.57,120.89,78.76
2026-01-01 03:49:00,114.89,96.86,123.12,76.69
2026-01-01 03:50:00,63.91,96.27,126.19,73.24
2026-01-01 03:51:00,71.05,96.7,116.45,86.26
2026-01-01 03:52:00,73.47,97.16,123.73,77.17
2026-01-01 03:53:00,77.42,97.6,117.98,75.09
2026-01-01 03:54:00,73.22,96.64,120.42,83.58
2026-01-01 03:55:00,73.97,96.67,124.27,79.05
2026-01-01 03:56:00,73.97,95.93,117.07,80.23
2026-01-01 03:57:00,70.82,96.92,125.35,77.11
2026-01-01 03:58:00,69.23,96.47,113.17,76.26
2026-01-01 03:59:00,73.72,96.74,121.58,77.22
2026-01-01 04:00:00,77.98,96.56,125.98,72.71
2026-01-01 04:01:00,76.06,96.95,124.12,77.73
2026-01-01 04:02:00,75.52,96.12,131.58,79.23
2026-01-01 04:03:00,72.48,96.27,115.04,85.2
2026-01-01 04:04:00,72.24,98.06,111.31,78.12
2026-01-01 04:05:00,72.24,96.36,113.62,68.44
2026-01-01 04:06:00,70.59,96.45,123.3,77.27
2026-01-01 04:07:00,73.72,97.92,122.8,88.86
2026-01-01 04:08:00,77.42,98.45,120.98,81.66
2026-01-01 04:09:00,75.52,96.41,113.34,74.8
2026-01-01 04:10:00,73.22,96.82,124.33,80.22
2026-01-01 04:11:00,71.29,97.17,112.09,74.73
2026-01-01 04:12:00,69.68,97.86,126.16,72.16
2026-01-01 04:13:00,72.0,96.51,136.69,76.37
2026-01-01 04:14:00,75.79,96.88,122.32,78.43
2026-01-01 04:15:00,75.26,97.39,123.54,70.53
2026-01-01 04:16:00,76.06,97.22,117.2,73.49
2026-01-01 04:17:00,98.63,96.81,112.68,79.93
2026-01-01 04:18:00,62.43,96.93,114.5,75.36
2026-01-01 04:19:00,72.0,96.31,112.99,79.34
2026-01-01 04:20:00,71.52,96.88,110.8,72.86
2026-01-01 04:21:00,72.24,96.87,129.92,80.64
2026-01-01 04:22:00,76.6,97.12,121.88,73.39
2026-01-01 04:23:00,80.0,96.72,123.03,84.97
2026-01-01 04:24:00,74.74,97.24,118.11,71.12
2026-01-01 04:25:00,73.97,97.51,118.81,73.55
2026-01-01 04:26:00,72.73,97.08,125.45,79.49
2026-01-01 04:27:00,74.23,97.18,119.69,84.6
2026-01-01 04:28:00,72.73,97.03,122.84,79.08
2026-01-01 04:29:00,75.0,97.0,118.82,80.25
2026-01-01 04:30:00,75.79,96.64,118.07,78.13
2026-01-01 04:31:00,78.26,97.16,112.05,74.16
2026-01-01 04:32:00,75.52,96.95,108.21,76.08
2026-01-01 04:33:00,71.29,98.05,117.87,72.86
2026-01-01 04:34:00,71.52,97.79,119.82,72.61
2026-01-01 04:35:00,72.24,97.19,111.87,79.39
2026-01-01 04:36:00,73.72,96.62,119.6,73.4
2026-01-01 04:37:00,75.79,96.44,120.44,79.34
2026-01-01 04:38:00,76.06,97.6,107.22,72.88
2026-01-01 04:39:00,75.26,97.13,114.55,79.21
2026-01-01 04:40:00,74.23,97.24,122.33,75.98
2026-01-01 04:41:00,72.0,96.13,121.87,83.39
2026-01-01 04:42:00,70.82,97.46,112.45,78.96
2026-01-01 04:43:00,71.76,97.23,120.46,82.68
2026-01-01 04:44:00,74.23,96.44,126.02,74.92
2026-01-01 04:45:00,76.6,96.76,124.9,78.35
2026-01-01 04:46:00,76.33,97.13,119.63,74.18
2026-01-01 04:47:00,71.52,97.03,116.67,76.07
2026-01-01 04:48:00,69.9,96.85,115.46,76.54
2026-01-01 04:49:00,71.05,96.95,122.21,74.78
2026-01-01 04:50:00,71.52,96.87,120.65,72.86
2026-01-01 04:51:00,71.76,97.08,123.29,72.09
2026-01-01 04:52:00,73.72,97.74,120.6,68.54
2026-01-01 04:53:00,77.98,95.72,125.36,74.01
2026-01-01 04:54:00,74.48,96.88,120.49,80.47
2026-01-01 04:55:00,71.76,97.09,124.22,71.35
2026-01-01 04:56:00,70.36,97.15,124.53,72.16
2026-01-01 04:57:00,71.52,96.81,114.65,84.89
2026-01-01 04:58:00,72.24,96.12,108.74,75.23
2026-01-01 04:59:00,75.79,97.16,129.38,79.35
2026-01-01 05:00:00,75.0,97.86,121.54,80.57
2026-01-01 05:01:00,74.74,96.23,109.67,80.63
2026-01-01 05:02:00,74.23,97.43,115.6,71.85
2026-01-01 05:03:00,72.48,96.84,124.25,76.87
2026-01-01 05:04:00,71.05,96.97,117.73,71.21
2026-01-01 05:05:00,71.76,96.47,116.44,87.53
2026-01-01 05:06:00,75.52,96.83,128.48,71.66
2026-01-01 05:07:00,76.6,97.65,113.96,73.94
2026-01-01 05:08:00,75.79,97.29,115.33,73.9
2026-01-01 05:09:00,72.48,97.87,120.89,71.81
2026-01-01 05:10:00,71.05,97.59,121.75,83.09
2026-01-01 05:11:00,73.22,97.22,122.71,87.55
2026-01-01 05:12:00,70.82,97.87,124.84,75.76
2026-01-01 05:13:00,74.23,97.22,121.08,72.66
2026-01-01 05:14:00,77.14,97.41,123.26,69.22
2026-01-01 05:15:00,75.79,96.85,118.56,77.09
2026-01-01 05:16:00,73.97,97.03,120.22,76.65
2026-01-01 05:17:00,73.22,96.65,120.38,75.25
2026-01-01 05:18:00,69.45,97.49,120.46,78.44
2026-01-01 05:19:00,71.52,96.41,124.11,79.3
2026-01-01 05:20:00,75.0,97.39,123.33,79.29
2026-01-01 05:21:00,74.48,96.9,120.19,76.69
2026-01-01 05:22:00,77.7,97.59,115.55,73.81
2026-01-01 05:23:00,73.72,97.38,120.21,80.56
2026-01-01 05:24:00,72.48,97.91,119.45,77.85
2026-01-01 05:25:00,71.29,97.37,120.6,81.26
2026-01-01 05:26:00,71.52,96.21,132.72,80.88
2026-01-01 05:27:00,70.13,96.97,116.13,71.92
2026-01-01 05:28:00,75.26,96.41,122.57,72.28
2026-01-01 05:29:00,77.7,96.74,126.82,75.19
2026-01-01 05:30:00,77.42,97.76,120.95,73.97
2026-01-01 05:31:00,72.97,97.32,133.72,80.86
2026-01-01 05:32:00,71.05,96.65,117.14,79.09
2026-01-01 05:33:00,72.48,96.49,121.57,82.2
2026-01-01 05:34:00,72.97,97.02,114.9,79.42
2026-01-01 05:35:00,73.97,96.39,117.74,78.75
2026-01-01 05:36:00,73.97,96.66,121.34,82.72
2026-01-01 05:37:00,77.14,97.16,125.4,80.05
2026-01-01 05:38:00,76.87,97.58,122.19,78.42
2026-01-01 05:39:00,73.22,97.3,127.29,83.78
2026-01-01 05:40:00,72.48,95.85,119.05,78.26
2026-01-01 05:41:00,109.64,97.15,123.2,79.55
2026-01-01 05:42:00,61.54,97.04,134.2,73.57
2026-01-01 05:43:00,75.0,97.21,122.37,80.81
2026-01-01 05:44:00,77.7,97.81,116.09,83.16
2026-01-01 05:45:00,75.79,95.97,115.95,77.86
2026-01-01 05:46:00,74.48,96.7,114.27,83.19
2026-01-01 05:47:00,74.48,97.3,125.54,70.08
2026-01-01 05:48:00,73.97,96.21,117.66,77.7
2026-01-01 05:49:00,75.0,97.74,120.76,77.84
2026-01-01 05:50:00,73.72,97.18,119.43,74.99
2026-01-01 05:51:00,76.6,97.42,124.63,87.66
2026-01-01 05:52:00,77.98,96.71,115.37,77.97
2026-01-01 05:53:00,76.87,97.41,113.83,76.52
2026-01-01 05:54:00,72.73,97.53,121.0,77.92
2026-01-01 05:55:00,72.48,97.12,123.23,69.79
2026-01-01 05:56:00,73.22,97.12,121.73,74.82
2026-01-01 05:57:00,72.73,97.14,114.8,81.75
2026-01-01 05:58:00,76.06,96.57,124.22,75.57
2026-01-01 05:59:00,75.79,96.93,115.66,74.75
2026-01-01 06:00:00,75.0,96.92,116.87,83.24
2026-01-01 06:01:00,74.74,97.19,114.3,83.34
2026-01-01 06:02:00,72.0,97.5,127.36,79.83
2026-01-01 06:03:00,70.13,96.47,123.07,75.79
2026-01-01 06:04:00,72.24,96.94,123.22,76.82
2026-01-01 06:05:00,75.52,97.74,127.56,74.83
2026-01-01 06:06:00,76.6,96.63,137.12,74.15
2026-01-01 06:07:00,77.98,96.59,110.19,74.06
2026-01-01 06:08:00,73.47,97.1,115.34,75.41
2026-01-01 06:09:00,72.73,97.42,115.96,73.68
2026-01-01 06:10:00,73.22,97.01,114.63,71.6
2026-01-01 06:11:00,72.73,97.66,113.19,78.7
2026-01-01 06:12:00,71.76,97.43,117.72,78.68
2026-01-01 06:13:00,76.33,97.42,112.9,84.91
2026-01-01 06:14:00,79.12,97.28,122.63,75.66
2026-01-01 06:15:00,75.26,98.16,120.35,79.21
2026-01-01 06:16:00,75.52,96.9,122.96,79.29
2026-01-01 06:17:00,71.05,96.0,122.45,76.67
2026-01-01 06:18:00,72.48,97.8,123.24,80.78
2026-01-01 06:19:00,72.24,96.77,117.35,80.88
2026-01-01 06:20:00,74.48,97.05,132.65,79.27
2026-01-01 06:21:00,76.87,97.65,121.69,77.13
2026-01-01 06:22:00,77.14,96.2,109.15,76.74
2026-01-01 06:23:00,75.52,96.37,114.06,72.57
2026-01-01 06:24:00,72.48,96.2,109.18,74.57
2026-01-01 06:25:00,72.73,96.6,119.76,75.33
2026-01-01 06:26:00,70.82,97.22,118.64,73.17
2026-01-01 06:27:00,74.48,97.26,117.11,79.72
2026-01-01 06:28:00,76.87,97.14,132.35,82.94
2026-01-01 06:29:00,76.87,96.29,123.57,74.52
2026-01-01 06:30:00,75.0,95.84,124.36,79.13
2026-01-01 06:31:00,73.97,97.03,114.26,73.78
2026-01-01 06:32:00,75.52,96.76,114.08,76.82
2026-01-01 06:33:00,75.0,97.23,120.22,75.24
2026-01-01 06:34:00,76.06,97.35,121.2,80.49
2026-01-01 06:35:00,77.14,97.07,109.18,75.46
2026-01-01 06:36:00,80.9,97.38,119.8,82.52
2026-01-01 06:37:00,80.6,97.11,120.92,77.46
2026-01-01 06:38:00,80.3,97.27,119.5,75.83
2026-01-01 06:39:00,75.79,96.65,115.24,73.05
2026-01-01 06:40:00,75.79,96.91,116.88,79.08
2026-01-01 06:41:00,75.79,97.1,119.06,81.64
2026-01-01 06:42:00,78.83,97.41,121.12,79.4
2026-01-01 06:43:00,76.87,96.8,123.91,87.1
2026-01-01 06:44:00,79.41,97.26,127.15,84.07
2026-01-01 06:45:00,77.7,96.87,118.64,76.99
2026-01-01 06:46:00,77.42,96.94,117.63,76.92
2026-01-01 06:47:00,76.06,97.41,122.78,79.96
2026-01-01 06:48:00,71.05,96.0,123.07,74.33
2026-01-01 06:49:00,71.05,96.35,116.8,82.35
2026-01-01 06:50:00,73.47,96.26,124.51,79.32
2026-01-01 06:51:00,76.6,95.83,126.12,79.15
2026-01-01 06:52:00,75.52,96.66,127.83,80.79
2026-01-01 06:53:00,72.24,97.37,130.26,84.67
2026-01-01 06:54:00,72.0,96.86,114.35,78.44
2026-01-01 06:55:00,68.79,97.1,119.15,77.05
2026-01-01 06:56:00,69.68,97.54,119.27,83.61
2026-01-01 06:57:00,71.05,97.66,118.82,81.55
2026-01-01 06:58:00,75.79,96.97,116.22,76.78
2026-01-01 06:59:00,76.87,97.68,111.37,78.17
2026-01-01 07:00:00,74.48,97.05,120.48,78.74
2026-01-01 07:01:00,74.48,96.58,115.31,79.41
2026-01-01 07:02:00,72.0,96.7,120.07,72.33
2026-01-01 07:03:00,69.68,96.26,114.44,71.4
2026-01-01 07:04:00,71.05,96.56,112.81,74.13
2026-01-01 07:05:00,79.41,96.82,122.07,74.49
2026-01-01 07:06:00,75.79,97.4,121.02,75.49
2026-01-01 07:07:00,75.52,97.86,123.55,80.58
2026-01-01 07:08:00,80.6,96.31,133.95,77.77
2026-01-01 07:09:00,75.79,97.2,121.78,78.85
2026-01-01 07:10:00,73.22,96.48,122.64,72.96
2026-01-01 07:11:00,73.72,97.24,113.34,76.05
2026-01-01 07:12:00,77.7,96.93,112.68,80.56
2026-01-01 07:13:00,77.98,96.08,129.94,80.62
2026-01-01 07:14:00,79.12,97.46,115.08,75.43
2026-01-01 07:15:00,80.0,96.7,114.49,79.05
2026-01-01 07:16:00,77.42,96.73,120.13,86.99
2026-01-01 07:17:00,75.0,96.47,119.46,77.93
2026-01-01 07:18:00,74.48,96.67,114.51,75.19
2026-01-01 07:19:00,74.74,97.21,118.13,77.28
2026-01-01 07:20:00,111.92,96.91,132.91,81.32
2026-01-01 07:21:00,63.91,97.16,113.5,76.51
2026-01-01 07:22:00,78.55,97.18,112.17,78.16
2026-01-01 07:23:00,83.08,97.66,126.87,72.87
2026-01-01 07:24:00,79.41,96.83,123.62,74.5
2026-01-01 07:25:00,74.74,96.26,116.24,77.38
2026-01-01 07:26:00,77.42,97.53,110.87,77.53
2026-01-01 07:27:00,83.4,96.83,116.79,76.41
2026-01-01 07:28:00,82.76,97.56,120.84,77.91
2026-01-01 07:29:00,86.4,97.19,128.7,79.16
2026-01-01 07:30:00,86.4,96.93,115.49,82.47
2026-01-01 07:31:00,84.71,97.17,120.95,78.38
2026-01-01 07:32:00,85.38,97.98,125.61,80.43
2026-01-01 07:33:00,83.72,98.04,107.02,76.53
2026-01-01 07:34:00,80.9,97.03,127.09,80.76
2026-01-01 07:35:00,79.7,97.08,113.61,79.88
2026-01-01 07:36:00,83.4,97.54,123.25,82.14
2026-01-01 07:37:00,87.1,96.58,123.29,81.82
2026-01-01 07:38:00,85.04,97.17,128.01,81.16
2026-01-01 07:39:00,86.75,96.99,125.07,78.55
2026-01-01 07:40:00,83.72,97.16,107.04,79.68
2026-01-01 07:41:00,79.41,96.58,115.95,82.61
2026-01-01 07:42:00,79.7,96.21,121.53,75.77
2026-01-01 07:43:00,81.82,95.96,119.85,76.03
2026-01-01 07:44:00,81.2,96.44,123.8,79.22
2026-01-01 07:45:00,78.83,96.77,125.31,79.97
2026-01-01 07:46:00,85.38,96.85,125.21,75.53
2026-01-01 07:47:00,85.38,97.97,120.27,78.53
2026-01-01 07:48:00,82.76,97.55,110.09,78.24
2026-01-01 07:49:00,78.26,96.52,117.76,69.4
2026-01-01 07:50:00,76.87,97.17,122.78,77.27
2026-01-01 07:51:00,74.74,96.8,113.42,77.35
2026-01-01 07:52:00,77.14,96.86,124.11,77.53
2026-01-01 07:53:00,80.3,97.09,126.24,84.09
2026-01-01 07:54:00,79.7,97.31,121.47,73.51
2026-01-01 07:55:00,77.42,96.83,101.98,74.9
2026-01-01 07:56:00,77.14,97.53,112.65,67.72
2026-01-01 07:57:00,77.42,96.43,131.68,76.27
2026-01-01 07:58:00,72.97,97.0,116.42,76.26
2026-01-01 07:59:00,73.47,98.3,107.87,75.84
